REGION,TECHNOLOGY,YEAR,VALUE
R1,HYDRO,2020,100
R1,HYDRO,2021,100
R1,HYDRO,2022,100
R1,HYDRO,2023,100
R1,HYDRO,2024,100
R1,HYDRO,2025,100
R1,HYDRO,2026,100
R1,HYDRO,2027,100
R1,HYDRO,2028,100
R1,HYDRO,2029,100
R1,HYDRO,2030,100
R1,HYDRO,2031,100
R1,HYDRO,2032,100
R1,HYDRO,2033,100
R1,HYDRO,2034,100
R1,HYDRO,2035,100
R1,HYDRO,2036,100
R1,HYDRO,2037,100
R1,HYDRO,2038,100
R1,HYDRO,2039,100
R1,HYDRO,2040,100
R1,HYDRO,2041,100
R1,HYDRO,2042,100
R1,HYDRO,2043,100
R1,HYDRO,2044,100
R1,HYDRO,2045,100
R1,HYDRO,2046,100
R1,HYDRO,2047,100
R1,HYDRO,2048,100
R1,HYDRO,2049,100
R1,HYDRO,2050,100
R1,HYDRO,2051,100
R1,HYDRO,2052,100
R1,HYDRO,2053,100
R1,HYDRO,2054,100
R1,HYDRO,2055,100
R1,HYDRO,2056,100
R1,HYDRO,2057,100
R1,HYDRO,2058,100
R1,HYDRO,2059,100
R1,HYDRO,2060,100
R1,HYDRO,2061,100
R1,HYDRO,2062,100
R1,HYDRO,2063,100
R1,HYDRO,2064,100
R1,HYDRO,2065,100
R1,HYDRO,2066,100
R1,HYDRO,2067,100
R1,HYDRO,2068,100
R1,HYDRO,2069,100
R1,HYDRO,2070,100
